"applicationNumber","documentId","date","title","phase","pages","fileName","path","url"
"EP18826609","M3SSV0DSIMRVO8D","22.11.2024","Claims","Search / examination","16","22-11-2024_Claims_M3SSV0DSIMRVO8D.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Claims_M3SSV0DSIMRVO8D.pdf","https://register.epo.org/application?documentId=M3SSV0DSIMRVO8D&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSUXBV1MK8GVV","22.11.2024","Claims","Search / examination","18","22-11-2024_Claims_M3SSUXBV1MK8GVV.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Claims_M3SSUXBV1MK8GVV.pdf","https://register.epo.org/application?documentId=M3SSUXBV1MK8GVV&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSV6BX1U5F6XU","22.11.2024","Claims","Search / examination","3","22-11-2024_Claims_M3SSV6BX1U5F6XU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Claims_M3SSV6BX1U5F6XU.pdf","https://register.epo.org/application?documentId=M3SSV6BX1U5F6XU&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSV3OK1HEZEXJ","22.11.2024","Claims","Search / examination","6","22-11-2024_Claims_M3SSV3OK1HEZEXJ.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Claims_M3SSV3OK1HEZEXJ.pdf","https://register.epo.org/application?documentId=M3SSV3OK1HEZEXJ&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LXT2DYZO1Y1CL6T","27.06.2024","Annex to the communication","Search / examination","6","27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T.pdf","https://register.epo.org/application?documentId=LXT2DYZO1Y1CL6T&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LLPBV3PPA6368CK","24.08.2023","Amended claims with annotations","Search / examination","39","24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK.pdf","https://register.epo.org/application?documentId=LLPBV3PPA6368CK&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LLPBV8VZD5GFWS1","24.08.2023","Claims","Search / examination","37","24-08-2023_Claims_LLPBV8VZD5GFWS1.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\24-08-2023_Claims_LLPBV8VZD5GFWS1.pdf","https://register.epo.org/application?documentId=LLPBV8VZD5GFWS1&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LLPBV12P2VFCNKM","24.08.2023","Reply to communication from the Examining Division","Search / examination","2","24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM.pdf","https://register.epo.org/application?documentId=LLPBV12P2VFCNKM&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LGDQA3X51DEL787","17.04.2023","Annex to the communication","Search / examination","3","17-04-2023_Annex_to_the_communication_LGDQA3X51DEL787.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\17-04-2023_Annex_to_the_communication_LGDQA3X51DEL787.pdf","https://register.epo.org/application?documentId=LGDQA3X51DEL787&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","LGDQA3X3CWX482I","17.04.2023","Communication from the Examining Division","Search / examination","2","17-04-2023_Communication_from_the_Examining_Division_LGDQA3X3CWX482I.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\17-04-2023_Communication_from_the_Examining_Division_LGDQA3X3CWX482I.pdf","https://register.epo.org/application?documentId=LGDQA3X3CWX482I&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","L8YNFNRLLXXUM4Q","07.10.2022","Amended claims with annotations","Search / examination","40","07-10-2022_Amended_claims_with_annotations_L8YNFNRLLXXUM4Q.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\07-10-2022_Amended_claims_with_annotations_L8YNFNRLLXXUM4Q.pdf","https://register.epo.org/application?documentId=L8YNFNRLLXXUM4Q&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","L8YNFKA71276FYY","07.10.2022","Claims","Search / examination","39","07-10-2022_Claims_L8YNFKA71276FYY.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\07-10-2022_Claims_L8YNFKA71276FYY.pdf","https://register.epo.org/application?documentId=L8YNFKA71276FYY&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","L8YNFQZTDQBW27X","07.10.2022","Reply to communication from the Examining Division","Search / examination","3","07-10-2022_Reply_to_communication_from_the_Examining_Division_L8YNFQZTDQBW27X.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\07-10-2022_Reply_to_communication_from_the_Examining_Division_L8YNFQZTDQBW27X.pdf","https://register.epo.org/application?documentId=L8YNFQZTDQBW27X&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","L14OYB2K141V599","29.03.2022","Annex to the communication","Search / examination","5","29-03-2022_Annex_to_the_communication_L14OYB2K141V599.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\29-03-2022_Annex_to_the_communication_L14OYB2K141V599.pdf","https://register.epo.org/application?documentId=L14OYB2K141V599&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","L14OYB2H13CQU9W","29.03.2022","Communication from the Examining Division","Search / examination","2","29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W.pdf","https://register.epo.org/application?documentId=L14OYB2H13CQU9W&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","E5UDSRGJ8116DSU","05.02.2021","Amended claims filed after receipt of (European) search report","Search / examination","9","05-02-2021_Amended_claims_filed_after_receipt_of_(European)_search_report_E5UDSRGJ8116DSU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\05-02-2021_Amended_claims_filed_after_receipt_of_(European)_search_report_E5UDSRGJ8116DSU.pdf","https://register.epo.org/application?documentId=E5UDSRGJ8116DSU&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","E5UDSQ4F7745DSU","05.02.2021","Amended claims with annotations","Search / examination","30","05-02-2021_Amended_claims_with_annotations_E5UDSQ4F7745DSU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\05-02-2021_Amended_claims_with_annotations_E5UDSQ4F7745DSU.pdf","https://register.epo.org/application?documentId=E5UDSQ4F7745DSU&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","E3I3OI3A6347DSU","27.06.2019","Published international application - A1","Search / examination","331","27-06-2019_Published_international_application_-_A1_E3I3OI3A6347DSU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\27-06-2019_Published_international_application_-_A1_E3I3OI3A6347DSU.pdf","https://register.epo.org/application?documentId=E3I3OI3A6347DSU&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","E2QXUDU73532DSU","18.12.2018","Claims","PCT receiving Office","25","18-12-2018_Claims_E2QXUDU73532DSU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\18-12-2018_Claims_E2QXUDU73532DSU.pdf","https://register.epo.org/application?documentId=E2QXUDU73532DSU&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","E2QXUDU71221DSU","18.12.2018","Description","PCT receiving Office","305","18-12-2018_Description_E2QXUDU71221DSU.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\18-12-2018_Description_E2QXUDU71221DSU.pdf","https://register.epo.org/application?documentId=E2QXUDU71221DSU&appnumber=EP18826609&showPdfPage=all&proc="
