pdf,txt,status,returncode,error
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSUXBV1MK8GVV.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSUXBV1MK8GVV_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSUXBV1MK8GVV.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSUXBV1MK8GVV_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV0DSIMRVO8D.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV0DSIMRVO8D_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV0DSIMRVO8D.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV0DSIMRVO8D_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV3OK1HEZEXJ.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV3OK1HEZEXJ_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV3OK1HEZEXJ.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV3OK1HEZEXJ_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV6BX1U5F6XU.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV6BX1U5F6XU_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV6BX1U5F6XU.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/22-11-2024_Claims_M3SSV6BX1U5F6XU_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Amended_claims_with_annotations_LLPBV3PPA6368CK_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Claims_LLPBV8VZD5GFWS1.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Claims_LLPBV8VZD5GFWS1_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Claims_LLPBV8VZD5GFWS1.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Claims_LLPBV8VZD5GFWS1_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/24-08-2023_Reply_to_communication_from_the_Examining_Division_LLPBV12P2VFCNKM_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/27-06-2024_Annex_to_the_communication_LXT2DYZO1Y1CL6T_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Annex_to_the_communication_L14OYB2K141V599.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Annex_to_the_communication_L14OYB2K141V599_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Annex_to_the_communication_L14OYB2K141V599.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Annex_to_the_communication_L14OYB2K141V599_ocr.txt 
疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W.pdf,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W_ocr.txt,ok,0,疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W.pdf -> 疾病分类9个样例/自身免疫性疾病/EP18826609/docs/29-03-2022_Communication_from_the_Examining_Division_L14OYB2H13CQU9W_ocr.txt 
